#Time X Y Z(m) dE dN dU(m) RMS Ratio GPS BDS
2390 247655 -2267809.965647553093731 5009324.104169555008411 3221016.707716361619532 -153.739051807997328 1581.677181559816518 -7.774578772208855 13.917 7 15
2390 247656 -2267809.964683976490051 5009324.103575573302805 3221016.706626350991428 -153.738418941991881 1581.677643400606485 -7.773216567741287 13.662 7 15
2390 247657 -2267809.965272401459515 5009324.099064882844687 3221016.705322082154453 -153.740815195201264 1581.676801757663043 -7.769223661874008 14.480 7 15
2390 247658 -2267809.963901716750115 5009324.103244578465819 3221016.706359440926462 -153.737842801392333 1581.677556098592504 -7.772543389285403 14.597 7 15
2390 247659 -2267809.964123852085322 5009324.099327978678048 3221016.704627387225628 -153.739660361947699 1581.677281159031054 -7.768669116464423 13.373 7 15
2390 247660 -2267809.966087395325303 5009324.105152555741370 3221016.708137939684093 -153.739047119479665 1581.677365743967357 -7.775720496304473 13.641 7 15
2390 247661 -2267809.962877816986293 5009324.103430579416454 3221016.707564853597432 -153.736833318161644 1581.676389467104855 -7.772938232756104 13.735 7 15
2390 247662 -2267809.963644541800022 5009324.104749873280525 3221016.707645468879491 -153.736987734741035 1581.677091500513370 -7.774286641698865 13.803 7 15
2390 247663 -2267809.962679950986058 5009324.101891993544996 3221016.704721749294549 -153.737287569732587 1581.678084317539060 -7.770215958517525 12.614 7 15
2390 247664 -2267809.963484555482864 5009324.103218493983150 3221016.705481276847422 -153.737473522892117 1581.678212913837115 -7.771928488320583 13.093 7 15
2390 247665 -2267809.964772277045995 5009324.103296324610710 3221016.707610997837037 -153.738614545515304 1581.676684600218096 -7.773529213399996 13.023 7 15
2390 247666 -2267809.962835390120745 5009324.098597972653806 3221016.704801905900240 -153.738787620047731 1581.676522865101106 -7.767727409668367 11.446 7 15
2390 247667 -2267809.963652491569519 5009324.101648681797087 3221016.707005099859089 -153.738273899340186 1581.676208961583143 -7.771530842366843 12.284 7 15
2390 247668 -2267809.963830421213061 5009324.103824786841869 3221016.708403313532472 -153.737538574616281 1581.676049487278078 -7.774011962899237 12.629 7 15
2390 247669 -2267809.963589799124748 5009324.107368126511574 3221016.709472484420985 -153.735858103935698 1581.676718655401146 -7.777249942780031 13.353 7 15
2390 247670 -2267809.965680465567857 5009324.101970385760069 3221016.707778000738472 -153.739988722385363 1581.676117247598995 -7.772896315990096 12.815 7 15
2390 247671 -2267809.965889244340360 5009324.105167256668210 3221016.708798327948898 -153.738860540481596 1581.676762264363106 -7.775997251133163 14.677 7 15
2390 247672 -2267809.961534280795604 5009324.098856912925839 3221016.704883358906955 -153.737495517780076 1581.676299913965522 -7.767509844382147 12.740 7 15
2390 247673 -2267809.966601381078362 5009324.103846881538630 3221016.708919260650873 -153.740053818891568 1581.676196078086150 -7.775275673922636 13.181 7 15
2390 247674 -2267809.961337722837925 5009324.095186475664377 3221016.700902597978711 -153.738830130280746 1581.677987885492939 -7.762537243062440 12.062 7 15
2390 247675 -2267809.963357110042125 5009324.103912613354623 3221016.707136741373688 -153.737071166755868 1581.677081786793678 -7.773269110560989 14.523 7 15
2390 247676 -2267809.964623642619699 5009324.100969648920000 3221016.704985581804067 -153.739438653200295 1581.677837432078377 -7.770316714912155 11.792 7 15
2390 247677 -2267809.965945046395063 5009324.102366910316050 3221016.707781557925045 -153.740066231058336 1581.676353207432157 -7.773303210022959 12.029 7 15
2390 247678 -2267809.965666430536658 5009324.104895538650453 3221016.709249754436314 -153.738769611889779 1581.676200984084289 -7.775934330664569 17.590 6 15
2390 247679 -2267809.965170300565660 5009324.106168698519468 3221016.710255309473723 -153.737792587986689 1581.675820395371829 -7.777268046698055 18.437 6 15
2390 247680 -2267809.964220144320279 5009324.105109218508005 3221016.707806729245931 -153.737363918128040 1581.677239608263562 -7.774854974623480 19.300 6 15
2390 247681 -2267809.964230520185083 5009324.107293240725994 3221016.709760212805122 -153.736472686189643 1581.676570459157574 -7.777564975329994 9.135 7 15
2390 247682 -2267809.963908724952489 5009324.103159681893885 3221016.706038128118962 -153.737884196992809 1581.677794993881434 -7.772315982363295 7.455 7 15
2390 247683 -2267809.963866424281150 5009324.102439386770129 3221016.704757856205106 -153.738142708512612 1581.678555294317903 -7.771085199837444 18.850 7 15
2390 247684 -2267809.962851495016366 5009324.104956883937120 3221016.707264793571085 -153.736179895202440 1581.677348991942836 -7.773973937770364 22.054 7 15
2390 247685 -2267809.963559205643833 5009324.095455381087959 3221016.702379128895700 -153.740743014625252 1581.677306282190784 -7.764287594443005 10.988 7 15
2390 247686 -2267809.964860952924937 5009324.108265196904540 3221016.709382446948439 -153.736646181166748 1581.677477906505374 -7.778359512993603 21.799 7 15
2390 247687 -2267809.962437431327999 5009324.096666249446571 3221016.704657905269414 -153.739221714936150 1581.675669176770270 -7.765997253665802 13.109 7 15
2390 247688 -2267809.964609009213746 5009324.107009829021990 3221016.709677925333381 -153.736934369443247 1581.676589442725799 -7.777435223396282 19.389 7 15
2390 247689 -2267809.963589502032846 5009324.103439801372588 3221016.704864657949656 -153.737477863117306 1581.678868425906785 -7.771826044712867 21.658 7 15
2390 247690 -2267809.964563345536590 5009324.105942574329674 3221016.707934995647520 -153.737332902365097 1581.677586873841165 -7.775695906196972 9.647 7 15
2390 247691 -2267809.964365416672081 5009324.103659955784678 3221016.706745226867497 -153.738093933571633 1581.677513322735876 -7.773230040275109 8.448 7 15
2390 247692 -2267809.961065242998302 5009324.099771612323821 3221016.705479681491852 -153.736691003013959 1581.676111501636569 -7.768363968995260 16.650 6 15
2390 247693 -2267809.962347707245499 5009324.098690931685269 3221016.703623645938933 -153.738305002868628 1581.677478470095593 -7.767028358699150 13.474 6 15
2390 247694 -2267809.965077689383179 5009324.104559483006597 3221016.708426099736243 -153.738371854596380 1581.676631390917009 -7.775042985781511 16.424 6 15
2390 247695 -2267809.964167042169720 5009324.103200969286263 3221016.706119230482727 -153.738102498261355 1581.677798395450736 -7.772481339589831 16.454 7 15
2390 247696 -2267809.961191475391388 5009324.099842686206102 3221016.703782686498016 -153.736776690591910 1581.677632394918419 -7.767602182025570 17.116 7 15
2390 247697 -2267809.965145643800497 5009324.104036665521562 3221016.707608719356358 -153.738649369762186 1581.677107557252157 -7.774241538612387 20.079 7 15
2390 247698 -2267809.964625419117510 5009324.103990471921861 3221016.707031837664545 -153.738194492999071 1581.677473984486824 -7.773727361339610 18.568 7 15
2390 247699 -2267809.963271291460842 5009324.099486906081438 3221016.705800926312804 -153.738818134443761 1581.676165352882208 -7.769087375949937 16.361 7 15
2390 247700 -2267809.965296376962215 5009324.105479613877833 3221016.707971154246479 -153.738191620609996 1581.677495025166536 -7.775611397664846 19.179 7 15
2390 247701 -2267809.964868896175176 5009324.103488528169692 3221016.707406453322619 -153.738623301760072 1581.676969994862475 -7.773610386965629 14.414 7 15
2390 247702 -2267809.963074149098247 5009324.104473641142249 3221016.706771691795439 -153.736582021924903 1581.677596616294522 -7.773423279909508 16.951 7 15
2390 247703 -2267809.963756398763508 5009324.101298240013421 3221016.706463878508657 -153.738513080399628 1581.676534623909447 -7.771017750592449 17.443 7 15
2390 247704 -2267809.963847205508500 5009324.101402718573809 3221016.703747124411166 -153.738552719071720 1581.678941823666946 -7.769751364962588 18.236 7 15
2390 247705 -2267809.965273672714829 5009324.104422032833099 3221016.707245714962482 -153.738607080284680 1581.677625434589345 -7.774404897791214 15.527 7 15
2390 247706 -2267809.964816506952047 5009324.103231311775744 3221016.706754771526903 -153.738681650248850 1581.677401194881895 -7.773058792854101 18.121 7 15
2390 247707 -2267809.964047178160399 5009324.100774475373328 3221016.704648567829281 -153.738993980660780 1581.677916515794550 -7.769787569843487 6.386 7 15
2390 247708 -2267809.965679091867059 5009324.104621081613004 3221016.707799093332142 -153.738894331696940 1581.677325954869048 -7.774986285139761 9.121 7 15
2390 247709 -2267809.963650627993047 5009324.107529152184725 3221016.708310515154153 -153.735847112771808 1581.677806695732670 -7.776807393994915 8.787 7 15
2390 247710 -2267809.964036358054727 5009324.100163006223738 3221016.703836741857231 -153.739236291593556 1581.678330347326437 -7.768891410326745 10.686 7 15
2390 247711 -2267809.964299899991602 5009324.104377250187099 3221016.706423704512417 -153.737738437480630 1581.678108579996660 -7.773606167438459 13.600 7 15
2390 247712 -2267809.964283944107592 5009324.103599631227553 3221016.706500990316272 -153.738044589395031 1581.677678668796943 -7.773029655255016 12.154 7 15
2390 247713 -2267809.965125603601336 5009324.106658156961203 3221016.709175103344023 -153.737550017630326 1581.676967952506402 -7.777087257006741 16.837 7 15
2390 247714 -2267809.964142329059541 5009324.105618151836097 3221016.706333164591342 -153.737083145478437 1581.678728020090148 -7.774477803452328 18.763 7 15
2390 247715 -2267809.963229415472597 5009324.100921367295086 3221016.705111495219171 -153.738188417620677 1581.677414443573525 -7.769847623917656 19.001 7 15
2390 247716 -2267809.966247291769832 5009324.106328254565597 3221016.709087316412479 -153.738707931044360 1581.677125904267996 -7.777182200410778 18.455 7 14
2390 247717 -2267809.965499930083752 5009324.100664579309523 3221016.706248110160232 -153.740362764574684 1581.676792494084566 -7.771030190765600 15.852 7 14
2390 247718 -2267809.963114757090807 5009324.100141083821654 3221016.703949383925647 -153.738405749983201 1581.678030042006640 -7.768604122122213 17.340 7 14
2390 247719 -2267809.966744371224195 5009324.107691226527095 3221016.710133870597929 -153.738598686850025 1581.676959734975298 -7.778959982649127 14.730 7 14
2390 247720 -2267809.964604463893920 5009324.099861047230661 3221016.703747694846243 -153.739878365405048 1581.678386304625747 -7.768811018477606 16.991 7 15
2390 247721 -2267809.966142009012401 5009324.102582298219204 3221016.706847037188709 -153.740156839485849 1581.677299055599178 -7.773067251158039 14.912 7 15
2390 247722 -2267809.964461930561811 5009324.103575668297708 3221016.707403689157218 -153.738216618044021 1581.676927428411091 -7.773532807939489 14.570 7 15
2390 247723 -2267809.964472309220582 5009324.103584866039455 3221016.705593002960086 -153.738222279923832 1581.678493312085720 -7.772623548306484 14.283 7 15
2390 247724 -2267809.965464639011770 5009324.101793587207794 3221016.705104238353670 -153.739865014694601 1581.678292939006042 -7.771322178947116 15.336 7 15
2390 247725 -2267809.964370178990066 5009324.103650762699544 3221016.708008890971541 -153.738102063264819 1581.676421736216980 -7.773866693194520 15.432 7 15
2390 247726 -2267809.964375592302531 5009324.105414482764900 3221016.708048415835947 -153.737379641802647 1581.677205358477295 -7.775272517995688 18.183 7 15
2390 247727 -2267809.963982625864446 5009324.097777035087347 3221016.703306496143341 -153.740171308882680 1581.677671155020107 -7.766730828437176 12.398 7 15
2390 247728 -2267809.964070948306471 5009324.100238115526736 3221016.704246244393289 -153.739236828600440 1581.678019685632535 -7.769170729576729 16.146 7 15
2390 247729 -2267809.963301610667259 5009324.102158325724304 3221016.706820439547300 -153.737744069696305 1581.676530408319422 -7.771712243345377 16.285 7 15
2390 247730 -2267809.965341928415000 5009324.103011708706617 3221016.706697233486921 -153.739250875071605 1581.677459196950622 -7.773043869418615 17.182 7 15
2390 247731 -2267809.964673070237041 5009324.100496063008904 3221016.705190991982818 -153.739678987416028 1581.677451631207759 -7.770067080781956 17.213 7 15
2390 247732 -2267809.964534994214773 5009324.100075451657176 3221016.705398978665471 -153.739726658475490 1581.677048840486805 -7.769793723026481 14.950 7 15
2390 247733 -2267809.966539386659861 5009324.102182343602180 3221016.706020584795624 -153.740683792308005 1581.677908954014356 -7.772474595360137 16.348 7 15
2390 247734 -2267809.963595381006598 5009324.106800082139671 3221016.707889224402606 -153.736097448896203 1581.677820424473794 -7.776001649243824 16.618 7 15
2390 247735 -2267809.963669388554990 5009324.102197189815342 3221016.706528641749173 -153.738063089457341 1581.676876787716765 -7.771725075044799 17.523 7 15
2390 247736 -2267809.960796255152673 5009324.094778564758599 3221016.700877124443650 -153.738505072215787 1581.677707501456098 -7.762011934097728 13.950 7 15
2390 247737 -2267809.966070998460054 5009324.101616146974266 3221016.706592440139502 -153.740490586531166 1581.677056157380093 -7.772154604594988 13.015 7 14
2390 247738 -2267809.965897854883224 5009324.101549301296473 3221016.705085898283869 -153.740360418968805 1581.678286430895696 -7.771275059890087 15.778 7 14
2390 247739 -2267809.964224437251687 5009324.098872924223542 3221016.704127525445074 -153.739939658586536 1581.677522073004639 -7.768093783885092 14.525 7 14
2390 247740 -2267809.963259784970433 5009324.102435936219990 3221016.704504402354360 -153.737591480552055 1581.678644847876967 -7.770738227346357 17.187 6 14
2390 247741 -2267809.961850794497877 5009324.101032738573849 3221016.704521386418492 -153.736886558937613 1581.677685311234882 -7.769145468358346 17.912 6 15
2390 247742 -2267809.963599978014827 5009324.103172173723578 3221016.705077380873263 -153.737597775642996 1581.678563513752806 -7.771727887128407 22.001 6 15
2390 247743 -2267809.965233344119042 5009324.105680365115404 3221016.709169808775187 -153.738051408200306 1581.676542415372296 -7.776355656986652 6.772 7 15
2390 247744 -2267809.964801210444421 5009324.103142973035574 3221016.705735263414681 -153.738704145705128 1581.678235141629330 -7.772465951151844 18.916 7 15
2390 247745 -2267809.965136796701699 5009324.105311368592083 3221016.707800580654293 -153.738115626188403 1581.677530597030227 -7.775336030316595 19.159 7 15
2390 247746 -2267809.963104445021600 5009324.100170291960239 3221016.701845823787153 -153.738384310293668 1581.679853090607594 -7.767554379844626 17.359 7 15
2390 247747 -2267809.961613072548062 5009324.094461740925908 3221016.700672493316233 -153.739379853515061 1581.677908246996594 -7.761949477688205 15.584 7 15
2390 247748 -2267809.959621857386082 5009324.098465604707599 3221016.699912148062140 -153.735914666398060 1581.679999407791456 -7.763997284486322 16.380 7 15
2390 247749 -2267809.963124266359955 5009324.100157939828932 3221016.703911844640970 -153.738407461599081 1581.678072169170264 -7.768601647948202 11.460 7 15
2390 247750 -2267809.963677287101746 5009324.103627467527986 3221016.706277789082378 -153.737480442708090 1581.677756648133482 -7.772722598074807 21.246 7 15
2390 247751 -2267809.963993651792407 5009324.102889743633568 3221016.706962240859866 -153.738072887451835 1581.676891931685532 -7.772603972243985 11.892 7 15
2390 247752 -2267809.967053787782788 5009324.102377684786916 3221016.705852594226599 -153.741071855754285 1581.678251875366186 -7.772725193111427 15.222 7 14
2390 247753 -2267809.963142410386354 5009324.100930241867900 3221016.703816051129252 -153.738105495774107 1581.678516017167567 -7.769165360319647 10.449 7 14
2390 247754 -2267809.965076265856624 5009324.105816544964910 3221016.706298469565809 -153.737852149071330 1581.679045477471391 -7.774947543597960 5.385 7 14
2390 247755 -2267809.964827884919941 5009324.099254667758942 3221016.702551531139761 -153.740331972023341 1581.679182593480164 -7.767806734788707 12.253 7 15
2390 247756 -2267809.963367020245641 5009324.104807076975703 3221016.704381156712770 -153.736711320803465 1581.679871205500376 -7.772574082235025 12.273 7 15
2390 247757 -2267809.961196867749095 5009324.101548446342349 3221016.704503733664751 -153.736078152545645 1581.677802219843670 -7.769308862965090 12.819 7 15
2390 247758 -2267809.965295546222478 5009324.105441398918629 3221016.707190671470016 -153.738206623540350 1581.678149348605530 -7.775184489961788 14.279 7 15
2390 247759 -2267809.964091163128614 5009324.105381026864052 3221016.705854892265052 -153.737134322747750 1581.679019429355321 -7.774030531554729 13.438 7 15
2390 247760 -2267809.963464235886931 5009324.104055345989764 3221016.706531569827348 -153.737109896327411 1581.677691519755399 -7.773111608535828 12.535 7 15
2390 247761 -2267809.965102446731180 5009324.101267459802330 3221016.703521397896111 -153.739752029415286 1581.679336676718776 -7.769976362049334 16.592 7 15
2390 247762 -2267809.961937749292701 5009324.100658631883562 3221016.703561516012996 -153.737120055628850 1581.678357025710284 -7.768395037078278 12.209 7 15
2390 247763 -2267809.965037302114069 5009324.101874048821628 3221016.704606785438955 -153.739442526852883 1581.678669061240726 -7.770980731460810 10.305 7 15
2390 247764 -2267809.965446305926889 5009324.105303985998034 3221016.706791195552796 -153.738400634951461 1581.678461375413235 -7.774927214523160 10.532 7 15
2390 247765 -2267809.961788139771670 5009324.101690586656332 3221016.703445544466376 -153.736558185588024 1581.678903303601828 -7.769092636952138 10.471 7 15
2390 247766 -2267809.964348561130464 5009324.102346473373473 3221016.704283565282822 -153.738620254419175 1581.679021804789727 -7.770942516248937 11.044 7 15
2390 247767 -2267809.964137941598892 5009324.106992989778519 3221016.707834536209702 -153.736512169324499 1581.678070539202963 -7.776317917706592 12.315 7 15
2390 247768 -2267809.964629974216223 5009324.103633307851851 3221016.705984633415937 -153.738345936134181 1581.678211489995874 -7.772916575140215 12.635 7 15
2390 247769 -2267809.964599527418613 5009324.105249128304422 3221016.706469432916492 -153.737651839330397 1581.678535633570391 -7.774419902738686 13.196 7 15
2390 247770 -2267809.963208469562232 5009324.106630234047771 3221016.707817093003541 -153.735815015804803 1581.677722828483638 -7.775694308471230 12.409 7 15
2390 247771 -2267809.965653786435723 5009324.108234496787190 3221016.709615262690932 -153.737381116460483 1581.677429338571756 -7.778735334643727 15.077 7 15
2390 247772 -2267809.964273233432323 5009324.106842841953039 3221016.707469739019871 -153.736697341277818 1581.678343561628026 -7.776062779817579 14.282 7 15
2390 247773 -2267809.961938850581646 5009324.104347952641547 3221016.705250023864210 -153.735599593783945 1581.678611032930348 -7.772148145622111 14.251 7 15
2390 247774 -2267809.964028188958764 5009324.103450304828584 3221016.704038171563298 -153.737873177152892 1581.679677035830082 -7.771570089455281 12.475 7 15
2390 247775 -2267809.965750842355192 5009324.102121853269637 3221016.702671539038420 -153.739990371174542 1581.680600051301099 -7.770445129615268 12.018 7 15
2390 247776 -2267809.962610866408795 5009324.101567320525646 3221016.704250311013311 -153.737358527599326 1581.678325554638604 -7.769697105027120 14.454 7 15
2390 247777 -2267809.964673195499927 5009324.100564216263592 3221016.701447527855635 -153.739650995327565 1581.680707261680709 -7.768218228375531 10.253 7 15
2390 247778 -2267809.966415892355144 5009324.107887721620500 3221016.708535191603005 -153.738218407218483 1581.678358722988605 -7.778185061260615 14.866 7 15
2390 247779 -2267809.963948210701346 5009324.106768925674260 3221016.706160574220121 -153.736431727064030 1581.679368741213011 -7.775224047575847 15.548 7 15
2390 247780 -2267809.964418739546090 5009324.105924207717180 3221016.707516783848405 -153.737208740038454 1581.677908249449729 -7.775417606415118 12.560 7 14
2390 247781 -2267809.964535611215979 5009324.104671690613031 3221016.704237437341362 -153.737831745021936 1581.680177211350838 -7.772809877848147 15.573 7 14
2390 247782 -2267809.962201726157218 5009324.102264940738678 3221016.704109937883914 -153.736698102571609 1581.678683674628246 -7.770027806067844 14.470 7 14
2390 247783 -2267809.966310464311391 5009324.107525015249848 3221016.708258570637554 -153.738271940877951 1581.678406949520877 -7.777722461551178 14.239 7 14
2390 247784 -2267809.966866778209805 5009324.107690673321486 3221016.707388700917363 -153.738710428267893 1581.679349404879531 -7.777607972310619 16.053 7 15
2390 247785 -2267809.961793008726090 5009324.102477647364140 3221016.702979216352105 -153.736238039684793 1581.679670324434710 -7.769474914099163 14.488 7 15
2390 247786 -2267809.964311942923814 5009324.103910324163735 3221016.704370604828000 -153.737941967573022 1581.679663165308511 -7.772200741073561 15.483 7 15
2390 247787 -2267809.966343323234469 5009324.112130346708000 3221016.709052977617830 -153.736402650229024 1581.679861729739287 -7.781751184299821 16.961 7 15
2390 247788 -2267809.965923466719687 5009324.110448076389730 3221016.710013942793012 -153.736713922556760 1581.678167288533587 -7.780770498048724 16.555 7 15
2390 247789 -2267809.963390546850860 5009324.107922120019794 3221016.707738971337676 -153.735448118970567 1581.678426358334946 -7.776732892584221 17.859 7 15
2390 247790 -2267809.967352452687919 5009324.110514884814620 3221016.708356900606304 -153.737988183169932 1581.679924820760789 -7.780488374969423 15.630 7 15
2390 247791 -2267809.962366303429008 5009324.105388325639069 3221016.705838311463594 -153.735559958330612 1581.678675603242482 -7.773415202809502 20.154 7 15
2390 247792 -2267809.965463596396148 5009324.109171515330672 3221016.708978875074536 -153.736821428821202 1581.678371367810996 -7.779079566918909 20.740 7 15
2390 247793 -2267809.964781986083835 5009324.105727531947196 3221016.706707526929677 -153.737620767672524 1581.678590294896367 -7.774981059277138 16.447 7 15
2390 247794 -2267809.965862298384309 5009324.107307867147028 3221016.708846799563617 -153.737953211082413 1581.677705884067109 -7.777691837814132 19.504 7 15
2390 247795 -2267809.966878599021584 5009324.105555373243988 3221016.705691172741354 -153.739601788603125 1581.679825320997224 -7.775074155296295 13.242 7 15
2390 247796 -2267809.963741718325764 5009324.106632003560662 3221016.705880999099463 -153.736300077923886 1581.679502860225966 -7.774901201469049 19.811 7 15
2390 247797 -2267809.964142309036106 5009324.102627592161298 3221016.704535131808370 -153.738316425327355 1581.678892064741376 -7.771217668604720 21.283 7 15
2390 247798 -2267809.961927690077573 5009324.103894890286028 3221016.704195662867278 -153.735776268112375 1581.679307011710534 -7.771252898792483 17.523 7 15
2390 247799 -2267809.965000634547323 5009324.104451900348067 3221016.709263343364000 -153.738346024092323 1581.675844361330064 -7.775356682422995 19.291 7 15
2390 247800 -2267809.962441691663116 5009324.101038915105164 3221016.703755081631243 -153.737422321550980 1581.678471985944725 -7.768970763008525 21.532 7 15
2390 247801 -2267809.965686795767397 5009324.105329187586904 3221016.705312473233789 -153.738609329143458 1581.679796990137220 -7.774280940414684 16.075 7 15
2390 247802 -2267809.961072503123432 5009324.101602275855839 3221016.705633482430130 -153.735942656715395 1581.676828082886459 -7.769881046954936 22.582 7 15
2390 247803 -2267809.962735393084586 5009324.101362109184265 3221016.703756927046925 -153.737556600482378 1581.678681574011534 -7.769329594938796 21.049 7 15
2390 247804 -2267809.966375675983727 5009324.106159551069140 3221016.708508342970163 -153.738894462431915 1581.677573347473299 -7.776801209278631 21.323 7 15
2390 247805 -2267809.963601327035576 5009324.104609737172723 3221016.706119783222675 -153.737006157631583 1581.678331560865900 -7.773386012315314 22.039 7 15
2390 247806 -2267809.963049422949553 5009324.107531100511551 3221016.706207998096943 -153.735298608970368 1581.679492390170481 -7.775526922550966 23.748 7 15
2390 247807 -2267809.962800468783826 5009324.103404033929110 3221016.704483253881335 -153.736773800906235 1581.679014990023006 -7.771323912056999 23.870 7 15
2390 247808 -2267809.963502876460552 5009324.102027695626020 3221016.705438632518053 -153.737981295150121 1581.677702191041590 -7.770979022952844 21.803 7 15
2390 247809 -2267809.962955576833338 5009324.103854183107615 3221016.705416294280440 -153.736729464781433 1581.678452317350548 -7.772206346727558 22.522 7 15
2390 247810 -2267809.961324630305171 5009324.100839127786458 3221016.702627656981349 -153.736487065674567 1581.679116378606068 -7.767844316411811 22.035 7 15
2390 247811 -2267809.961041396483779 5009324.099588925018907 3221016.700889581814408 -153.736744618451041 1581.679975143013962 -7.765879545712096 24.861 7 15
2390 247812 -2267809.961879712529480 5009324.102669496089220 3221016.705440498422831 -153.736237909358636 1581.677657538196399 -7.770907019003346 21.895 7 15
2390 247813 -2267809.963162656407803 5009324.101739873178303 3221016.705074557103217 -153.737790050392789 1581.677811199445387 -7.770447341691067 20.160 7 15
2390 247814 -2267809.962112166918814 5009324.095901586115360 3221016.700776752550155 -153.739240742622940 1581.678589638986978 -7.763309430798785 21.465 7 15
2390 247815 -2267809.965569715946913 5009324.105729348957539 3221016.707211754750460 -153.738337643553223 1581.678321958248716 -7.775518508576113 28.333 7 15
2390 247816 -2267809.963381613139063 5009324.101132151670754 3221016.703397633973509 -153.738240143471501 1581.679019984630941 -7.769196104998713 22.290 7 14
2390 247817 -2267809.964180836919695 5009324.103971580043435 3221016.706140833906829 -153.737797267707037 1581.678139441049780 -7.773101839509508 38.355 7 14
2390 247818 -2267809.964355428237468 5009324.102668924257159 3221016.705864258576185 -153.738493532578218 1581.677811155791005 -7.772001234150025 34.751 7 14
2390 247819 -2267809.964109484106302 5009324.102347474545240 3221016.705421304330230 -153.738402041366726 1581.677992288198766 -7.771436568491424 32.892 7 14
2390 247820 -2267809.961649634409696 5009324.097629140131176 3221016.699924515560269 -153.738106935327266 1581.680026477100000 -7.764067496983131 18.797 7 15
2390 247821 -2267809.962470256257802 5009324.098097878508270 3221016.701906006317586 -153.738661218933998 1581.678708908584895 -7.765733697570028 20.252 7 15
2390 247822 -2267809.962824941612780 5009324.102161693386734 3221016.704803895205259 -153.737308433373471 1581.678168815470144 -7.770520807734641 22.581 7 15
2390 247823 -2267809.965909776277840 5009324.103419489227235 3221016.704221208114177 -153.739600019359500 1581.679899460901879 -7.772307223025365 21.291 7 15
2390 247824 -2267809.963038315065205 5009324.107137125916779 3221016.708183570764959 -153.735450963615278 1581.677606209914757 -7.776217819676532 22.481 7 15
2390 247825 -2267809.965992679353803 5009324.100605550222099 3221016.704471023287624 -153.740836004650760 1581.678398946455673 -7.770255801561831 19.269 7 15
2390 247826 -2267809.964030448347330 5009324.099178623408079 3221016.703965807799250 -153.739636864428292 1581.677762222983347 -7.768182553074155 20.915 7 15
2390 247827 -2267809.964567084331065 5009324.102379040792584 3221016.703696824610233 -153.738805899263127 1581.679588008275687 -7.770747510487041 26.777 7 15
2390 247828 -2267809.965243934188038 5009324.104750170372427 3221016.706238998100162 -153.738444665397537 1581.678638149294557 -7.774140194568417 32.562 7 15
2390 247829 -2267809.964007385540754 5009324.103818545117974 3221016.706413194071501 -153.737702363930055 1581.677797671705093 -7.773058571546585 26.169 7 15
2390 247830 -2267809.966959138866514 5009324.107516222633421 3221016.707397660706192 -153.738866512168784 1581.679280281286992 -7.777508455698353 28.641 7 15
2390 247831 -2267809.963106078561395 5009324.106015127152205 3221016.706646641716361 -153.735975405463762 1581.678424650478064 -7.774580523181982 32.527 7 15
2390 247832 -2267809.963742346037179 5009324.101350005716085 3221016.703826186712831 -153.738478930282213 1581.678827351755899 -7.769712941040297 31.730 7 15
2390 247833 -2267809.963903442956507 5009324.101780007593334 3221016.704299360979348 -153.738448358731205 1581.678652665762684 -7.770347998441082 26.858 7 15
2390 247834 -2267809.962221847847104 5009324.102482722140849 3221016.704303907696158 -153.736626621100299 1581.678621659099917 -7.770304396709577 25.597 7 15
2390 247835 -2267809.964292946737260 5009324.102051684632897 3221016.706297073978931 -153.738691159490770 1581.677139543693102 -7.771714705516956 28.653 6 15
2390 247836 -2267809.962285492103547 5009324.101810212247074 3221016.705179580487311 -153.736961942404378 1581.677569481657883 -7.770244353063390 30.728 6 15
2390 247837 -2267809.965042950119823 5009324.102156411856413 3221016.706029847264290 -153.739331226517493 1581.677575357589831 -7.771927457557297 11.958 7 15
2390 247838 -2267809.963049317710102 5009324.101870264858007 3221016.707177820149809 -153.737633025215132 1581.676036380787991 -7.771578237318380 33.125 7 15
2390 247839 -2267809.963187358342111 5009324.102934859693050 3221016.706212336197495 -153.737319745004129 1581.677389694699968 -7.771971904190337 39.228 6 15
2390 247840 -2267809.964969686698169 5009324.104917388409376 3221016.707603067159653 -153.738125864552615 1581.677483287002815 -7.774867186360126 37.661 6 15
2390 247841 -2267809.964454961940646 5009324.100306360051036 3221016.704951012507081 -153.739558522789594 1581.677524778826864 -7.769718818970262 32.135 6 15
2390 247842 -2267809.963007334619761 5009324.103732520714402 3221016.705811566207558 -153.736826789558222 1581.678066412557882 -7.772330144472221 36.276 6 15
2390 247843 -2267809.964946376159787 5009324.099087828770280 3221016.702780227176845 -153.740508721952438 1581.678933222599426 -7.767834137814617 14.329 7 15
2390 247844 -2267809.964447963982821 5009324.102532638236880 3221016.702898863237351 -153.738634036987889 1581.680321395835108 -7.770420202938539 12.600 7 15
2390 247845 -2267809.964945814106613 5009324.105613947845995 3221016.707255173474550 -153.737816857440862 1581.678100384614481 -7.775228434347468 26.165 7 15
2390 247846 -2267809.964313345961273 5009324.099699130281806 3221016.704288765788078 -153.739679929824547 1581.677784336754485 -7.768855543921688 20.995 7 15
2390 247847 -2267809.965151046868414 5009324.101276624947786 3221016.704952018801123 -153.739792524665006 1581.678118985286801 -7.770727833843750 13.743 7 15
